TilausID,Tilauspäivä,AsiakasID,TuoteID,Tuote,Tuoteryhmä,Määrä,Yksikköhinta,Alennus_prosentti,Myynti,Kustannus,Kate,Kaupunki,Myyntikanava,Maksutapa
T00872,2025-04-01,A0213,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,15,76.42,47.00,29.42,Vantaa,Sähköposti,MobilePay
T00873,2025-07-24,A0252,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Helsinki,Sosiaalinen media,Verkkopankki
T00874,2026-05-21,A0406,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Helsinki,Google,Verkkopankki
T00875,2025-11-04,A0335,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Turku,Sähköposti,MobilePay
T00876,2026-05-19,A0062,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Turku,Sähköposti,Kortti
T00877,2026-01-06,A0133,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Kuopio,Verkkokauppa,Verkkopankki
T00878,2026-06-09,A0084,P012,Hierontapallo,Hyvinvointi,1,19.90,10,17.91,6.50,11.41,Seinäjoki,Verkkokauppa,MobilePay
T00879,2025-11-24,A0084,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Helsinki,Sosiaalinen media,Verkkopankki
T00880,2026-03-06,A0149,P011,Joogamatto,Hyvinvointi,3,39.90,0,119.70,48.00,71.70,Turku,Verkkokauppa,MobilePay
T00881,2025-07-07,A0279,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Oulu,Sosiaalinen media,Verkkopankki
T00882,2025-10-05,A0274,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Seinäjoki,Sosiaalinen media,MobilePay
T00883,2025-01-14,A0249,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Jyväskylä,Sosiaalinen media,MobilePay
T00884,2025-04-15,A0097,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Vaasa,Verkkokauppa,PayPal
T00885,2026-04-17,A0009,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Kuopio,Sosiaalinen media,Verkkopankki
T00886,2026-01-07,A0306,P003,Älykello,Elektroniikka,2,129.90,10,233.82,144.00,89.82,Vaasa,Sosiaalinen media,MobilePay
T00887,2025-11-08,A0066,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,0,179.80,94.00,85.80,Vantaa,Google,Verkkopankki
T00888,2025-05-09,A0354,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Espoo,Verkkokauppa,Kortti
T00889,2026-05-11,A0017,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Vaasa,Verkkokauppa,PayPal
T00890,2025-05-02,A0342,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Helsinki,Verkkokauppa,Kortti
T00891,2025-07-30,A0180,P010,Kahvimylly,Koti,3,59.90,0,179.70,87.00,92.70,Helsinki,Verkkokauppa,MobilePay
T00892,2025-10-12,A0257,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Seinäjoki,Google,Kortti
T00893,2025-04-12,A0112,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Tampere,Sosiaalinen media,MobilePay
T00894,2026-07-05,A0110,P001,Langattomat kuulokkeet,Elektroniikka,3,89.90,0,269.70,141.00,128.70,Vaasa,Sähköposti,Verkkopankki
T00895,2025-07-09,A0428,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Oulu,Sähköposti,PayPal
T00896,2025-08-08,A0161,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Espoo,Sähköposti,Kortti
T00897,2026-06-17,A0148,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Vaasa,Verkkokauppa,Kortti
T00898,2025-12-02,A0308,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Turku,Sähköposti,MobilePay
T00899,2026-07-22,A0097,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Espoo,Sähköposti,Verkkopankki
T00900,2025-07-03,A0054,P001,Langattomat kuulokkeet,Elektroniikka,4,89.90,0,359.60,188.00,171.60,Jyväskylä,Sähköposti,Kortti
T00901,2025-05-03,A0053,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Vantaa,Verkkokauppa,Verkkopankki
T00902,2025-07-23,A0207,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Espoo,Google,PayPal
T00903,2026-05-27,A0304,P005,Kannettavan teline,Työpiste,2,54.90,10,98.82,50.00,48.82,Turku,Sähköposti,Verkkopankki
T00904,2026-05-03,A0249,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Vaasa,Sosiaalinen media,MobilePay
T00905,2026-04-11,A0119,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Verkkokauppa,Kortti
T00906,2025-02-24,A0092,P014,Reppu 20L,Asusteet,1,64.90,5,61.66,31.00,30.66,Jyväskylä,Sosiaalinen media,MobilePay
T00907,2025-11-07,A0339,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Vaasa,Sähköposti,PayPal
T00908,2025-07-26,A0134,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Vaasa,Sosiaalinen media,Kortti
T00909,2025-02-02,A0231,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Oulu,Sähköposti,PayPal
T00910,2026-04-16,A0441,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Turku,Google,PayPal
T00911,2026-03-18,A0392,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Espoo,Sähköposti,PayPal
T00912,2026-05-03,A0201,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Turku,Sähköposti,PayPal
T00913,2025-12-28,A0015,P013,Vastuskuminauhasetti,Hyvinvointi,3,24.90,0,74.70,25.50,49.20,Seinäjoki,Verkkokauppa,MobilePay
T00914,2026-01-11,A0392,P006,Langaton hiiri,Työpiste,2,39.90,5,75.81,34.00,41.81,Oulu,Sähköposti,Kortti
T00915,2026-03-15,A0029,P006,Langaton hiiri,Työpiste,4,39.90,0,159.60,68.00,91.60,Tampere,Google,MobilePay
T00916,2025-11-16,A0445,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Turku,Verkkokauppa,Verkkopankki
T00917,2025-06-23,A0337,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Jyväskylä,Sähköposti,Verkkopankki
T00918,2025-01-21,A0163,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Jyväskylä,Sähköposti,Verkkopankki
T00919,2025-04-11,A0106,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,5,23.65,8.50,15.15,Oulu,Sähköposti,Verkkopankki
T00920,2025-06-20,A0104,P010,Kahvimylly,Koti,1,59.90,15,50.91,29.00,21.91,Kuopio,Verkkokauppa,MobilePay
T00921,2025-10-22,A0206,P005,Kannettavan teline,Työpiste,1,54.90,20,43.92,25.00,18.92,Tampere,Verkkokauppa,Kortti
T00922,2025-12-11,A0244,P005,Kannettavan teline,Työpiste,1,54.90,10,49.41,25.00,24.41,Jyväskylä,Google,Verkkopankki
T00923,2025-03-20,A0154,P011,Joogamatto,Hyvinvointi,2,39.90,0,79.80,32.00,47.80,Jyväskylä,Sosiaalinen media,MobilePay
T00924,2026-03-01,A0344,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Vaasa,Google,Kortti
T00925,2026-06-13,A0339,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Kuopio,Sosiaalinen media,PayPal
T00926,2025-03-03,A0124,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Vantaa,Sosiaalinen media,PayPal
T00927,2026-02-25,A0325,P006,Langaton hiiri,Työpiste,2,39.90,15,67.83,34.00,33.83,Tampere,Sähköposti,Verkkopankki
T00928,2025-10-21,A0121,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Jyväskylä,Google,Kortti
T00929,2025-06-03,A0159,P004,USB-C-laturi,Elektroniikka,1,29.90,10,26.91,11.50,15.41,Kuopio,Sähköposti,PayPal
T00930,2026-03-09,A0140,P011,Joogamatto,Hyvinvointi,3,39.90,0,119.70,48.00,71.70,Vantaa,Verkkokauppa,Verkkopankki
T00931,2025-10-12,A0022,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Kuopio,Verkkokauppa,Kortti
T00932,2025-03-27,A0209,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Oulu,Verkkokauppa,PayPal
T00933,2025-05-24,A0062,P004,USB-C-laturi,Elektroniikka,1,29.90,5,28.40,11.50,16.90,Vaasa,Sosiaalinen media,PayPal
T00934,2025-04-03,A0161,P004,USB-C-laturi,Elektroniikka,1,29.90,10,26.91,11.50,15.41,Oulu,Sähköposti,MobilePay
T00935,2026-03-10,A0141,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Kuopio,Sähköposti,Verkkopankki
T00936,2025-02-27,A0058,P008,LED-pöytävalaisin,Koti,1,44.90,5,42.65,20.00,22.65,Oulu,Sähköposti,PayPal
T00937,2025-09-10,A0186,P005,Kannettavan teline,Työpiste,2,54.90,15,93.33,50.00,43.33,Kuopio,Sosiaalinen media,Verkkopankki
T00938,2025-01-22,A0431,P011,Joogamatto,Hyvinvointi,3,39.90,5,113.71,48.00,65.71,Helsinki,Google,Verkkopankki
T00939,2026-07-20,A0186,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,15,84.92,52.00,32.92,Espoo,Google,PayPal
T00940,2026-02-02,A0131,P001,Langattomat kuulokkeet,Elektroniikka,3,89.90,0,269.70,141.00,128.70,Turku,Verkkokauppa,MobilePay
T00941,2025-11-01,A0225,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Oulu,Sähköposti,Kortti
T00942,2025-10-08,A0252,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Kuopio,Sähköposti,Verkkopankki
T00943,2026-03-09,A0083,P015,Laptop-suojatasku,Asusteet,3,34.90,0,104.70,42.00,62.70,Turku,Verkkokauppa,Verkkopankki
T00944,2026-03-07,A0168,P010,Kahvimylly,Koti,2,59.90,0,119.80,58.00,61.80,Kuopio,Verkkokauppa,Kortti
T00945,2025-07-08,A0002,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Jyväskylä,Google,Verkkopankki
T00946,2025-11-18,A0265,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Vantaa,Sähköposti,Verkkopankki
T00947,2026-04-08,A0089,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Seinäjoki,Sosiaalinen media,Verkkopankki
T00948,2025-07-23,A0449,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Jyväskylä,Google,Kortti
T00949,2025-01-24,A0118,P015,Laptop-suojatasku,Asusteet,1,34.90,5,33.15,14.00,19.15,Espoo,Sähköposti,MobilePay
T00950,2025-09-26,A0317,P012,Hierontapallo,Hyvinvointi,2,19.90,0,39.80,13.00,26.80,Jyväskylä,Sosiaalinen media,MobilePay
T00951,2025-04-02,A0008,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Vaasa,Sähköposti,PayPal
T00952,2026-05-22,A0442,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Turku,Sosiaalinen media,PayPal
T00953,2026-01-27,A0111,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Turku,Google,PayPal
T00954,2025-07-04,A0135,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Tampere,Sähköposti,MobilePay
T00955,2026-01-14,A0006,P010,Kahvimylly,Koti,2,59.90,0,119.80,58.00,61.80,Kuopio,Google,Verkkopankki
T00956,2026-02-12,A0217,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Seinäjoki,Sosiaalinen media,Kortti
T00957,2025-04-08,A0121,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Kuopio,Sosiaalinen media,Kortti
T00958,2025-01-06,A0203,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Oulu,Google,Kortti
T00959,2025-07-03,A0174,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Kuopio,Google,Kortti
T00960,2025-11-21,A0060,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Oulu,Verkkokauppa,MobilePay
T00961,2026-05-27,A0185,P014,Reppu 20L,Asusteet,3,64.90,0,194.70,93.00,101.70,Jyväskylä,Sosiaalinen media,Verkkopankki
T00962,2025-09-28,A0162,P009,Termospullo,Koti,1,32.90,15,27.96,13.50,14.46,Kuopio,Google,PayPal
T00963,2025-02-24,A0019,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Kuopio,Sosiaalinen media,MobilePay
T00964,2026-04-24,A0254,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,15,84.92,52.00,32.92,Helsinki,Sähköposti,Verkkopankki
T00965,2026-07-29,A0369,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Vantaa,Verkkokauppa,Verkkopankki
T00966,2025-04-06,A0087,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Vaasa,Sosiaalinen media,MobilePay
T00967,2025-01-05,A0040,P009,Termospullo,Koti,2,32.90,0,65.80,27.00,38.80,Tampere,Sähköposti,Kortti
T00968,2025-12-03,A0063,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,20,71.92,47.00,24.92,Jyväskylä,Sosiaalinen media,Kortti
T00969,2025-11-28,A0363,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Kuopio,Sähköposti,Verkkopankki
T00970,2025-01-06,A0232,P006,Langaton hiiri,Työpiste,3,39.90,5,113.71,51.00,62.71,Oulu,Google,MobilePay
T00971,2025-02-19,A0029,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Espoo,Sähköposti,Kortti
T00972,2026-02-13,A0444,P005,Kannettavan teline,Työpiste,1,54.90,15,46.66,25.00,21.66,Jyväskylä,Verkkokauppa,Kortti
T00973,2025-08-02,A0332,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Vantaa,Verkkokauppa,Verkkopankki
T00974,2026-05-18,A0159,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Seinäjoki,Google,Verkkopankki
T00975,2025-04-09,A0229,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Jyväskylä,Sähköposti,Verkkopankki
T00976,2026-07-31,A0416,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Oulu,Google,PayPal
T00977,2026-03-13,A0238,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Tampere,Google,PayPal
T00978,2026-06-24,A0240,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Verkkokauppa,PayPal
T00979,2025-11-04,A0154,P003,Älykello,Elektroniikka,4,129.90,5,493.62,288.00,205.62,Tampere,Sähköposti,Verkkopankki
T00980,2025-02-18,A0056,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Vaasa,Sähköposti,PayPal
T00981,2025-04-07,A0130,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Oulu,Sosiaalinen media,Kortti
T00982,2026-05-31,A0092,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,5,85.41,47.00,38.41,Vantaa,Sähköposti,Kortti
T00983,2025-03-27,A0301,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Kuopio,Sähköposti,Verkkopankki
T00984,2025-12-16,A0095,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Espoo,Sosiaalinen media,Kortti
T00985,2026-03-21,A0007,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Vantaa,Sähköposti,PayPal
T00986,2026-02-19,A0372,P014,Reppu 20L,Asusteet,1,64.90,5,61.66,31.00,30.66,Kuopio,Sosiaalinen media,Verkkopankki
T00987,2026-02-09,A0008,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Tampere,Verkkokauppa,Kortti
T00988,2025-07-12,A0075,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Tampere,Sähköposti,MobilePay
T00989,2025-03-30,A0217,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Helsinki,Verkkokauppa,MobilePay
T00990,2025-06-06,A0242,P012,Hierontapallo,Hyvinvointi,2,19.90,15,33.83,13.00,20.83,Helsinki,Sähköposti,MobilePay
T00991,2025-07-26,A0027,P005,Kannettavan teline,Työpiste,1,54.90,10,49.41,25.00,24.41,Oulu,Verkkokauppa,Kortti
T00992,2026-03-19,A0306,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,5,189.81,104.00,85.81,Vaasa,Sosiaalinen media,Kortti
T00993,2026-05-15,A0314,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Kuopio,Google,Kortti
T00994,2026-06-25,A0033,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Turku,Sähköposti,PayPal
T00995,2025-04-30,A0230,P008,LED-pöytävalaisin,Koti,1,44.90,5,42.65,20.00,22.65,Jyväskylä,Verkkokauppa,MobilePay
T00996,2025-10-22,A0119,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Vaasa,Google,Verkkopankki
T00997,2026-04-25,A0200,P003,Älykello,Elektroniikka,2,129.90,5,246.81,144.00,102.81,Jyväskylä,Sosiaalinen media,PayPal
T00998,2025-06-15,A0045,P010,Kahvimylly,Koti,1,59.90,5,56.90,29.00,27.90,Kuopio,Google,MobilePay
T00999,2025-07-24,A0213,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Kuopio,Sosiaalinen media,MobilePay
T01000,2025-08-03,A0134,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Oulu,Google,MobilePay
T01001,2026-05-31,A0059,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,0,179.80,94.00,85.80,Seinäjoki,Google,Kortti
T01002,2026-07-30,A0402,P004,USB-C-laturi,Elektroniikka,1,29.90,20,23.92,11.50,12.42,Oulu,Verkkokauppa,Verkkopankki
T01003,2025-06-04,A0343,P014,Reppu 20L,Asusteet,2,64.90,0,129.80,62.00,67.80,Espoo,Verkkokauppa,PayPal
T01004,2026-04-14,A0401,P014,Reppu 20L,Asusteet,2,64.90,20,103.84,62.00,41.84,Seinäjoki,Verkkokauppa,Kortti
T01005,2026-06-04,A0106,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Oulu,Google,Verkkopankki
T01006,2026-03-29,A0051,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,5,23.65,8.50,15.15,Vantaa,Sosiaalinen media,Verkkopankki
T01007,2025-05-22,A0213,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,0,139.80,70.00,69.80,Helsinki,Google,PayPal
T01008,2025-12-16,A0191,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Jyväskylä,Sosiaalinen media,MobilePay
T01009,2025-06-05,A0117,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,0,49.80,17.00,32.80,Vantaa,Sähköposti,PayPal
T01010,2026-02-24,A0407,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Oulu,Verkkokauppa,PayPal
T01011,2025-05-30,A0036,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Espoo,Sosiaalinen media,Verkkopankki
T01012,2026-02-16,A0389,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Helsinki,Google,Kortti
T01013,2026-06-17,A0359,P005,Kannettavan teline,Työpiste,1,54.90,10,49.41,25.00,24.41,Vaasa,Sosiaalinen media,Verkkopankki
T01014,2025-12-19,A0313,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,15,152.83,94.00,58.83,Vantaa,Sähköposti,PayPal
T01015,2025-07-30,A0334,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Kuopio,Sosiaalinen media,PayPal
T01016,2025-07-22,A0172,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Jyväskylä,Google,Verkkopankki
T01017,2025-08-07,A0175,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Verkkokauppa,Kortti
T01018,2026-07-07,A0156,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Jyväskylä,Verkkokauppa,Kortti
T01019,2026-01-17,A0025,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Espoo,Sähköposti,Verkkopankki
T01020,2025-01-06,A0382,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Seinäjoki,Google,Verkkopankki
T01021,2025-11-03,A0294,P005,Kannettavan teline,Työpiste,1,54.90,10,49.41,25.00,24.41,Vantaa,Sähköposti,MobilePay
T01022,2025-04-18,A0399,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Oulu,Sähköposti,Kortti
T01023,2025-05-31,A0048,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Helsinki,Sähköposti,MobilePay
T01024,2026-05-03,A0270,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Jyväskylä,Sähköposti,Verkkopankki
T01025,2026-05-26,A0251,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Google,MobilePay
T01026,2026-06-02,A0361,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Vaasa,Verkkokauppa,MobilePay
T01027,2026-04-12,A0287,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Oulu,Verkkokauppa,PayPal
T01028,2025-04-23,A0268,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Verkkokauppa,Verkkopankki
T01029,2025-11-09,A0406,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Vantaa,Google,PayPal
T01030,2025-02-19,A0111,P015,Laptop-suojatasku,Asusteet,2,34.90,10,62.82,28.00,34.82,Vantaa,Sähköposti,Kortti
T01031,2025-05-06,A0214,P009,Termospullo,Koti,1,32.90,10,29.61,13.50,16.11,Kuopio,Sosiaalinen media,PayPal
T01032,2025-12-12,A0427,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Seinäjoki,Google,MobilePay
T01033,2026-06-01,A0230,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Vantaa,Sosiaalinen media,Kortti
T01034,2026-02-24,A0277,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Helsinki,Sähköposti,Verkkopankki
T01035,2025-04-01,A0323,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Turku,Verkkokauppa,Kortti
T01036,2025-07-17,A0292,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Vaasa,Google,PayPal
T01037,2026-05-30,A0273,P015,Laptop-suojatasku,Asusteet,1,34.90,5,33.15,14.00,19.15,Vantaa,Verkkokauppa,Verkkopankki
T01038,2025-07-30,A0297,P004,USB-C-laturi,Elektroniikka,2,29.90,10,53.82,23.00,30.82,Kuopio,Verkkokauppa,Verkkopankki
T01039,2026-02-16,A0012,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Oulu,Sähköposti,MobilePay
T01040,2026-03-01,A0132,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,0,179.80,94.00,85.80,Espoo,Verkkokauppa,Kortti
T01041,2026-07-09,A0394,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Espoo,Google,Verkkopankki
T01042,2026-02-22,A0167,P011,Joogamatto,Hyvinvointi,1,39.90,5,37.90,16.00,21.90,Vantaa,Verkkokauppa,Kortti
T01043,2025-11-02,A0166,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Turku,Sähköposti,Kortti
T01044,2025-02-23,A0122,P004,USB-C-laturi,Elektroniikka,1,29.90,5,28.40,11.50,16.90,Kuopio,Sähköposti,Kortti
T01045,2025-10-03,A0034,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Kuopio,Verkkokauppa,PayPal
T01046,2025-08-28,A0301,P015,Laptop-suojatasku,Asusteet,2,34.90,0,69.80,28.00,41.80,Espoo,Google,MobilePay
T01047,2025-11-08,A0326,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Vaasa,Google,MobilePay
T01048,2026-01-18,A0276,P009,Termospullo,Koti,4,32.90,10,118.44,54.00,64.44,Jyväskylä,Sähköposti,Kortti
T01049,2025-01-02,A0149,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Vantaa,Verkkokauppa,Kortti
T01050,2026-05-09,A0195,P005,Kannettavan teline,Työpiste,1,54.90,10,49.41,25.00,24.41,Oulu,Google,Verkkopankki
T01051,2025-02-16,A0154,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Espoo,Sähköposti,Kortti
T01052,2025-05-24,A0222,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Tampere,Sosiaalinen media,Verkkopankki
T01053,2025-09-25,A0340,P013,Vastuskuminauhasetti,Hyvinvointi,2,24.90,0,49.80,17.00,32.80,Oulu,Sosiaalinen media,MobilePay
T01054,2026-04-16,A0069,P010,Kahvimylly,Koti,1,59.90,15,50.91,29.00,21.91,Helsinki,Sähköposti,Kortti
T01055,2025-01-10,A0357,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Kuopio,Sähköposti,Kortti
T01056,2025-03-21,A0344,P009,Termospullo,Koti,1,32.90,10,29.61,13.50,16.11,Kuopio,Verkkokauppa,Verkkopankki
T01057,2026-01-21,A0430,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Helsinki,Verkkokauppa,PayPal
T01058,2026-01-15,A0381,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Helsinki,Sosiaalinen media,Verkkopankki
T01059,2025-07-16,A0414,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,5,132.81,70.00,62.81,Tampere,Google,PayPal
